User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U16355,34,Female,Lucknow,Oppo,Android,3.5,6.4,291.8,169,5.2,3195,7.7,4.3,459,Entertainment
U16356,18,Male,Mumbai,Samsung,Android,1.3,10.7,15.2,62,3.7,4173,5.5,4.0,1099,Entertainment
U16357,55,Male,Kolkata,Motorola,iOS,10.1,20.7,132.1,63,2.4,7593,7.4,0.1,663,Entertainment
U16358,26,Female,Bangalore,Samsung,iOS,4.0,24.1,231.0,167,1.3,7588,3.4,3.9,1299,Entertainment
U16359,23,Other,Mumbai,Motorola,iOS,4.1,2.9,89.2,167,1.4,3035,3.4,3.2,1274,Work
U16360,55,Female,Delhi,Samsung,iOS,1.2,12.7,83.4,76,2.5,9981,7.8,4.6,235,Social Media
U16361,17,Male,Delhi,Realme,Android,5.5,17.4,258.9,156,0.9,492,2.0,4.3,843,Social Media
U16362,48,Other,Mumbai,Samsung,iOS,9.4,46.3,185.4,115,3.1,4324,6.8,1.6,273,Education
U16363,49,Other,Hyderabad,Xiaomi,iOS,2.9,2.8,209.1,97,4.4,8753,4.9,4.1,1820,Education
U16364,31,Other,Hyderabad,Apple,iOS,4.2,21.1,142.2,146,5.3,1243,5.5,2.4,1909,Social Media
U16365,59,Other,Jaipur,Xiaomi,Android,10.6,22.8,208.9,101,5.2,6696,7.6,2.8,1312,Work
U16366,31,Other,Mumbai,Realme,iOS,10.3,15.2,268.1,108,0.6,3239,2.0,0.9,1587,Entertainment
U16367,23,Female,Mumbai,Samsung,iOS,8.8,47.0,52.7,78,0.8,6490,7.7,1.0,168,Education
U16368,45,Female,Hyderabad,Nokia,iOS,10.2,8.8,186.4,157,5.8,7030,7.9,4.9,654,Gaming
U16369,30,Male,Ahmedabad,Apple,Android,7.3,9.9,6.1,133,4.3,7306,7.2,1.3,1434,Social Media
U16370,58,Male,Chennai,Xiaomi,iOS,3.7,13.9,183.6,144,5.5,9250,1.0,1.2,1148,Work
U16371,38,Female,Bangalore,Realme,Android,1.6,10.3,263.6,145,5.9,7983,4.5,4.5,1392,Education
U16372,19,Male,Delhi,Nokia,Android,3.8,23.3,267.7,113,4.0,7028,6.2,5.0,851,Entertainment
U16373,23,Female,Hyderabad,Nokia,Android,9.4,42.5,230.5,118,3.4,3289,0.8,2.9,1167,Entertainment
U16374,22,Female,Delhi,Vivo,iOS,4.4,45.2,21.3,185,2.9,4272,6.5,1.0,296,Gaming
U16375,25,Other,Lucknow,Realme,iOS,11.9,17.0,140.9,152,5.6,8990,2.3,0.4,1346,Work
U16376,15,Other,Delhi,Realme,Android,1.5,43.2,76.9,97,1.8,2031,2.8,4.7,119,Work
U16377,51,Female,Chennai,Google Pixel,iOS,8.5,37.3,111.2,170,3.6,814,0.6,5.0,698,Entertainment
U16378,29,Female,Ahmedabad,Samsung,iOS,8.5,11.5,206.6,18,3.8,7327,2.5,4.1,1357,Social Media
U16379,18,Female,Mumbai,Oppo,Android,8.2,6.7,117.2,199,1.4,7113,3.5,2.9,1214,Social Media
U16380,36,Male,Hyderabad,Vivo,Android,1.2,29.3,165.5,181,4.0,7211,3.1,1.5,1029,Education
U16381,24,Male,Jaipur,OnePlus,iOS,11.8,40.8,59.0,91,2.4,2104,3.2,0.3,731,Entertainment
U16382,42,Other,Ahmedabad,Realme,Android,7.6,40.9,187.2,85,3.3,4559,4.9,0.5,949,Education
U16383,41,Male,Lucknow,Motorola,iOS,9.2,43.5,63.6,113,3.9,5629,2.3,1.5,1295,Social Media
U16384,16,Female,Bangalore,OnePlus,iOS,10.5,18.7,77.6,62,2.3,2500,3.0,3.5,1486,Work
U16385,15,Other,Mumbai,Apple,Android,11.9,6.4,165.5,86,5.9,4762,4.3,0.2,1882,Work
U16386,58,Female,Kolkata,Xiaomi,iOS,9.9,30.1,144.3,46,4.2,8108,7.2,4.3,839,Entertainment
U16387,44,Male,Jaipur,Oppo,Android,5.3,45.2,124.3,143,6.0,9889,4.1,0.1,646,Work
U16388,47,Male,Pune,Apple,Android,5.0,24.8,269.6,58,2.8,4046,3.6,4.5,660,Work
U16389,39,Male,Ahmedabad,Xiaomi,Android,5.2,25.2,164.0,74,1.5,3902,2.0,3.6,994,Entertainment
U16390,59,Other,Ahmedabad,Vivo,iOS,2.5,5.2,57.2,127,5.9,7590,2.1,2.3,997,Work
U16391,31,Other,Hyderabad,Vivo,Android,2.8,2.7,130.3,90,3.4,6676,5.8,3.6,116,Social Media
U16392,52,Male,Bangalore,Apple,Android,7.6,22.5,251.7,162,1.7,7271,5.8,2.4,1484,Gaming
U16393,27,Female,Pune,Nokia,iOS,9.5,9.6,131.5,169,4.4,9341,5.5,2.2,634,Gaming
U16394,58,Female,Kolkata,Nokia,Android,7.5,17.6,229.4,61,2.0,3262,5.0,3.6,661,Entertainment
U16395,17,Female,Kolkata,Vivo,Android,10.3,44.6,21.4,138,5.6,2946,6.5,1.2,490,Social Media
U16396,52,Other,Lucknow,Nokia,iOS,7.1,4.2,121.1,86,3.3,7188,2.3,4.5,992,Education
U16397,41,Female,Chennai,OnePlus,Android,4.3,11.5,111.1,118,4.9,7364,7.0,1.8,1674,Education
U16398,53,Female,Ahmedabad,Samsung,iOS,7.0,24.4,293.0,190,4.1,4288,7.3,3.7,898,Education
U16399,38,Male,Delhi,Nokia,Android,9.4,12.5,78.5,128,4.7,9632,6.0,4.1,1220,Social Media
U16400,18,Other,Ahmedabad,Google Pixel,iOS,3.8,16.1,269.5,27,3.6,3069,6.3,4.7,940,Entertainment
U16401,19,Female,Chennai,Apple,Android,6.5,24.5,95.4,194,3.1,2075,7.0,2.9,663,Work
U16402,15,Female,Jaipur,Motorola,Android,10.9,25.9,298.6,153,0.7,8300,2.1,2.5,1459,Social Media
U16403,59,Other,Lucknow,OnePlus,iOS,1.5,4.8,241.2,152,0.7,998,6.7,1.1,844,Work
U16404,18,Male,Jaipur,OnePlus,Android,1.4,8.8,133.1,97,3.1,4951,7.8,4.3,1217,Gaming
U16405,24,Female,Hyderabad,OnePlus,iOS,8.4,27.3,128.4,89,0.9,3811,5.9,4.7,1284,Work
U16406,42,Other,Jaipur,OnePlus,Android,7.5,34.4,208.7,185,1.6,8873,5.3,3.3,1511,Education
U16407,37,Male,Mumbai,Motorola,iOS,9.5,47.7,277.8,164,2.2,3929,7.8,0.3,177,Social Media
U16408,38,Female,Ahmedabad,Oppo,iOS,9.4,47.5,89.4,147,4.9,146,7.5,1.7,296,Education
U16409,30,Female,Chennai,OnePlus,iOS,5.0,45.5,121.3,180,3.4,4502,4.6,3.4,424,Entertainment
U16410,36,Male,Kolkata,Xiaomi,Android,11.5,6.4,123.7,171,2.7,397,0.8,1.5,1973,Gaming
U16411,54,Female,Kolkata,Nokia,Android,8.5,2.4,286.3,175,2.0,3756,4.1,3.5,1236,Gaming
U16412,15,Other,Delhi,Vivo,iOS,4.0,7.6,14.9,98,3.8,7583,6.6,0.9,1048,Education
U16413,27,Female,Delhi,Nokia,Android,11.6,41.6,210.6,189,5.3,3872,2.8,2.7,884,Work
U16414,23,Other,Jaipur,Xiaomi,iOS,7.5,39.7,48.7,100,4.0,7349,1.2,0.8,1757,Social Media
U16415,21,Female,Chennai,Nokia,iOS,8.2,26.0,299.2,186,5.4,6110,5.3,4.8,1687,Work
U16416,28,Female,Delhi,Vivo,Android,9.6,6.4,14.6,47,1.7,2253,4.1,2.9,992,Gaming
U16417,39,Other,Lucknow,Samsung,Android,2.8,5.8,185.4,189,4.3,8606,3.0,1.1,267,Work
U16418,48,Other,Chennai,Vivo,Android,5.2,42.3,290.5,176,2.8,3335,6.6,1.4,1527,Gaming
U16419,39,Female,Chennai,Oppo,iOS,5.5,20.0,265.9,169,4.7,5711,7.6,4.7,825,Education
U16420,27,Male,Bangalore,OnePlus,Android,5.9,18.5,9.9,91,2.2,9571,1.0,4.0,469,Social Media
U16421,32,Male,Bangalore,Xiaomi,iOS,10.2,7.7,197.2,27,1.2,9190,1.7,4.3,802,Education
U16422,41,Male,Lucknow,Google Pixel,Android,2.7,7.3,201.8,194,4.0,7410,5.8,4.1,1880,Work
U16423,40,Male,Pune,Apple,iOS,1.3,38.6,225.4,141,1.5,3230,1.4,3.7,1957,Work
U16424,21,Female,Pune,Nokia,iOS,7.2,40.2,69.1,104,1.7,5998,5.4,4.2,159,Work
U16425,43,Female,Kolkata,Samsung,Android,9.2,2.9,66.4,161,4.7,8705,7.3,0.3,1664,Education
U16426,46,Male,Kolkata,Google Pixel,Android,2.5,33.3,253.5,84,5.3,3274,2.9,0.1,299,Gaming
U16427,21,Female,Jaipur,Xiaomi,Android,9.6,8.7,71.8,58,4.0,2930,1.5,1.7,875,Education
U16428,49,Other,Mumbai,Vivo,Android,1.1,2.1,68.1,150,5.3,2868,5.8,4.6,1208,Gaming
U16429,53,Female,Ahmedabad,Samsung,Android,6.6,42.5,110.2,124,4.7,1996,7.0,0.2,838,Education
U16430,39,Male,Jaipur,Samsung,iOS,3.1,5.1,190.8,145,1.7,7165,3.0,3.1,1579,Gaming
U16431,46,Male,Delhi,Samsung,Android,2.7,32.2,19.0,19,3.3,7838,0.9,2.2,1146,Entertainment
U16432,28,Female,Chennai,Vivo,iOS,10.2,16.4,68.4,101,2.6,2268,2.8,0.4,1423,Work
U16433,47,Other,Mumbai,Xiaomi,iOS,4.7,33.3,242.0,107,2.6,2451,7.9,2.3,348,Social Media
U16434,40,Other,Kolkata,Nokia,iOS,4.0,15.3,193.2,92,2.5,730,4.0,3.1,1498,Education
U16435,49,Male,Mumbai,Oppo,Android,9.3,26.1,226.6,99,5.4,5158,0.6,2.4,978,Work
U16436,57,Female,Kolkata,Vivo,Android,10.1,7.2,55.0,12,2.8,8441,1.5,0.2,1355,Gaming
U16437,40,Male,Bangalore,Apple,Android,5.7,30.7,33.4,60,1.6,5263,6.6,2.8,1644,Social Media
U16438,58,Other,Mumbai,Nokia,Android,3.9,22.6,179.2,88,0.7,1904,1.8,0.3,488,Entertainment
U16439,49,Other,Kolkata,Nokia,iOS,10.3,32.0,180.8,165,1.3,9957,7.3,2.6,1392,Education
U16440,54,Other,Delhi,Nokia,Android,10.7,48.0,144.4,83,4.3,2595,0.8,2.5,378,Gaming
U16441,40,Male,Ahmedabad,Google Pixel,iOS,10.8,38.6,259.8,186,5.8,3509,3.2,2.2,786,Work
U16442,33,Other,Kolkata,Samsung,iOS,2.2,1.9,186.9,94,5.8,6890,1.3,2.8,1873,Entertainment
U16443,16,Female,Ahmedabad,Motorola,iOS,1.2,2.4,198.3,31,1.4,4333,6.8,3.1,360,Education
U16444,18,Female,Mumbai,Vivo,iOS,9.3,35.0,42.6,77,3.9,7089,6.7,3.5,1523,Education
U16445,31,Female,Bangalore,Xiaomi,Android,5.1,22.4,204.1,111,3.4,5973,1.8,3.6,827,Entertainment
U16446,47,Other,Pune,Nokia,Android,8.8,15.0,115.8,168,5.4,4589,4.6,3.9,414,Gaming
U16447,19,Female,Mumbai,OnePlus,Android,11.0,11.7,158.1,91,2.8,6631,1.6,4.1,566,Work
U16448,52,Other,Lucknow,Nokia,Android,3.1,10.9,179.9,69,0.9,9672,5.7,3.2,1712,Entertainment
U16449,42,Male,Jaipur,Google Pixel,iOS,1.7,11.2,208.8,198,5.8,1610,1.3,0.4,328,Entertainment
U16450,39,Other,Ahmedabad,OnePlus,Android,10.9,11.6,91.6,44,4.4,5621,4.0,0.9,1049,Education
U16451,56,Male,Mumbai,Google Pixel,Android,11.9,4.0,217.2,113,4.9,5015,6.3,4.3,246,Entertainment
U16452,32,Other,Bangalore,Google Pixel,iOS,8.7,47.3,111.9,172,5.9,4154,3.7,1.7,917,Social Media
U16453,55,Male,Kolkata,Google Pixel,iOS,1.6,36.8,143.6,164,2.4,6507,7.6,1.2,1261,Work
U16454,55,Other,Hyderabad,Nokia,Android,1.4,46.0,142.5,81,3.4,4650,2.2,1.3,190,Entertainment
U16455,19,Male,Hyderabad,Xiaomi,Android,6.1,5.7,296.0,136,3.1,6687,2.1,2.0,1075,Gaming
U16456,55,Female,Hyderabad,Vivo,Android,4.0,45.1,256.6,129,3.2,2073,0.9,2.8,1839,Education
U16457,30,Female,Kolkata,Nokia,Android,5.8,15.6,83.2,31,2.0,8236,5.5,2.4,939,Gaming
U16458,32,Other,Bangalore,Google Pixel,iOS,1.6,10.3,74.2,107,0.6,5679,0.7,0.5,1256,Gaming
U16459,27,Female,Mumbai,Realme,Android,10.6,10.7,241.9,200,4.8,5761,2.3,1.7,1718,Social Media
U16460,42,Female,Bangalore,Oppo,iOS,10.9,45.6,5.0,111,2.8,3540,6.6,3.6,1137,Entertainment
U16461,49,Male,Pune,Xiaomi,iOS,11.8,3.3,182.0,198,5.5,1738,1.2,4.4,1772,Work
U16462,25,Other,Mumbai,Apple,iOS,1.2,7.7,286.3,146,3.6,8246,1.5,4.5,811,Education
U16463,33,Male,Kolkata,Samsung,iOS,5.7,42.5,150.3,36,4.4,1130,3.5,2.3,265,Work
U16464,26,Female,Chennai,Vivo,iOS,11.4,4.7,278.6,177,1.7,4604,3.9,2.8,1473,Gaming
U16465,25,Male,Jaipur,Vivo,Android,7.5,15.2,122.0,89,3.7,8939,7.4,3.9,1221,Entertainment
U16466,29,Other,Ahmedabad,Apple,iOS,1.5,44.5,164.9,76,0.8,1385,5.8,4.0,1504,Social Media
U16467,51,Female,Mumbai,Motorola,iOS,9.6,33.1,64.8,198,1.9,4063,2.3,5.0,1445,Work
U16468,47,Male,Hyderabad,Nokia,Android,3.5,29.4,46.5,46,2.5,8039,7.9,4.9,1343,Social Media
U16469,15,Male,Ahmedabad,Nokia,Android,1.8,41.5,27.3,94,1.9,1683,3.0,2.3,306,Entertainment
U16470,37,Male,Chennai,Samsung,iOS,10.0,6.3,20.8,152,2.9,476,7.2,4.9,1948,Education
U16471,16,Other,Mumbai,Realme,iOS,8.7,6.7,215.3,100,1.1,3233,0.9,2.7,1232,Entertainment
U16472,34,Female,Jaipur,Samsung,iOS,8.8,6.4,298.6,26,3.6,7355,4.8,4.5,1031,Education
U16473,42,Other,Delhi,Samsung,Android,11.9,27.7,281.1,74,3.2,7813,0.6,0.9,1084,Education
U16474,47,Female,Pune,Vivo,Android,11.2,21.5,168.7,166,6.0,6444,2.3,0.3,260,Education
U16475,48,Male,Kolkata,Oppo,iOS,1.6,44.3,242.5,28,3.8,8501,1.7,2.4,1046,Work
U16476,24,Male,Ahmedabad,Realme,iOS,11.3,38.9,136.4,30,3.0,6812,3.1,1.3,995,Social Media
U16477,18,Female,Pune,Xiaomi,Android,4.7,25.5,70.2,92,0.6,3691,5.7,0.3,1034,Work
U16478,35,Other,Bangalore,Google Pixel,iOS,7.4,5.8,109.5,43,1.8,6486,4.2,0.2,817,Education
U16479,29,Other,Ahmedabad,OnePlus,iOS,3.2,21.3,294.1,135,3.3,7063,6.2,4.1,1460,Gaming
U16480,58,Other,Mumbai,OnePlus,iOS,7.6,33.4,186.9,167,4.9,8005,3.1,4.0,593,Entertainment
U16481,58,Male,Jaipur,Oppo,Android,1.4,17.6,35.3,57,1.6,5407,2.4,3.3,971,Work
U16482,53,Female,Pune,Vivo,iOS,11.8,10.2,47.1,153,3.6,3860,6.0,0.1,927,Social Media
U16483,41,Other,Delhi,Realme,Android,4.0,36.9,16.0,93,2.4,7140,7.6,0.4,1889,Work
U16484,18,Male,Jaipur,Xiaomi,iOS,5.9,28.5,172.3,94,2.8,2492,7.8,1.0,769,Entertainment
U16485,53,Female,Kolkata,Oppo,iOS,1.2,30.7,140.9,25,5.1,1785,7.4,3.8,1347,Gaming
U16486,48,Other,Hyderabad,Nokia,Android,5.2,7.7,239.5,144,1.4,8839,4.9,3.8,1995,Gaming
U16487,40,Female,Pune,Oppo,iOS,1.8,11.5,215.1,52,4.6,3039,8.0,0.2,1202,Gaming
U16488,55,Female,Bangalore,Vivo,Android,11.5,42.2,22.0,111,3.2,1935,1.5,4.1,539,Education
U16489,30,Male,Kolkata,Realme,Android,11.4,46.3,238.7,164,5.3,2908,4.5,2.3,339,Work
U16490,25,Male,Jaipur,Vivo,Android,7.1,32.7,102.0,60,1.9,3157,3.9,3.5,1967,Work
U16491,40,Female,Ahmedabad,Oppo,Android,10.0,42.8,170.8,29,1.8,1742,7.7,2.5,238,Education
U16492,36,Female,Kolkata,OnePlus,Android,6.2,18.9,295.0,70,1.2,3356,7.4,3.1,1570,Education
U16493,38,Female,Ahmedabad,Apple,Android,9.6,26.2,246.8,148,2.3,3989,1.8,1.2,605,Social Media
U16494,18,Male,Lucknow,Nokia,iOS,2.1,29.2,53.0,175,2.9,7779,3.2,4.5,871,Social Media
U16495,58,Female,Lucknow,OnePlus,Android,11.9,11.7,120.3,15,5.6,8319,2.9,1.1,704,Entertainment
U16496,44,Female,Kolkata,Motorola,iOS,9.0,38.8,82.0,163,1.9,1878,5.0,4.7,897,Work
U16497,54,Female,Chennai,Vivo,Android,3.5,1.0,148.5,158,2.7,5350,5.2,0.4,1287,Social Media
U16498,26,Male,Jaipur,Apple,Android,2.4,21.8,108.1,66,0.6,9064,2.4,3.2,1335,Education
U16499,52,Other,Kolkata,Samsung,Android,9.6,6.1,129.9,196,5.6,8745,4.6,4.7,1668,Entertainment
U16500,41,Male,Delhi,OnePlus,iOS,5.8,17.0,277.5,129,3.1,1288,7.7,4.4,504,Education
U16501,24,Other,Jaipur,OnePlus,iOS,2.3,5.3,206.4,118,4.4,7051,3.4,3.8,1918,Work
U16502,44,Male,Delhi,Vivo,Android,1.0,22.8,83.1,51,5.3,461,7.2,2.4,1110,Gaming
U16503,52,Other,Kolkata,Samsung,iOS,9.9,24.6,19.8,72,3.0,1453,2.7,2.1,1960,Gaming
U16504,29,Other,Jaipur,Xiaomi,iOS,8.8,13.5,28.8,120,0.6,1059,4.8,3.4,207,Education
U16505,33,Female,Kolkata,Motorola,Android,6.2,26.0,5.5,133,1.6,943,7.4,2.2,829,Education
U16506,54,Female,Delhi,Apple,iOS,3.7,43.9,68.6,159,4.9,9743,1.1,0.7,1824,Gaming
U16507,58,Other,Chennai,Realme,Android,1.4,21.2,102.9,55,5.1,6458,7.7,4.0,1788,Gaming
U16508,57,Female,Pune,OnePlus,iOS,7.7,31.1,196.5,173,3.3,1075,5.7,3.6,674,Work
U16509,30,Male,Pune,Nokia,Android,10.7,47.7,195.7,159,2.1,5712,5.9,2.5,1949,Entertainment
U16510,26,Female,Bangalore,Realme,Android,9.2,25.3,98.9,196,3.1,1783,3.1,2.5,107,Education
U16511,34,Other,Pune,OnePlus,Android,10.9,40.8,35.8,25,5.6,1478,7.3,2.8,183,Education
U16512,37,Female,Hyderabad,Nokia,iOS,11.4,40.5,201.6,70,1.4,8246,4.0,0.5,750,Work
U16513,38,Female,Jaipur,Nokia,iOS,5.7,26.2,85.9,23,2.0,4624,2.9,4.5,801,Education
U16514,24,Male,Chennai,Vivo,iOS,4.6,14.9,202.6,158,2.4,5047,2.0,3.8,990,Education
U16515,54,Other,Pune,Samsung,Android,8.3,27.1,270.4,155,1.8,9565,3.4,4.3,457,Social Media
U16516,60,Female,Kolkata,Realme,Android,4.5,16.8,152.6,116,0.6,3069,6.5,2.0,1017,Gaming
U16517,22,Female,Hyderabad,Xiaomi,iOS,5.7,2.3,30.3,107,4.2,8190,6.8,2.1,209,Entertainment
U16518,47,Other,Chennai,Vivo,iOS,7.2,34.0,139.6,15,4.1,242,3.8,0.7,196,Entertainment
U16519,46,Male,Chennai,Vivo,Android,11.8,1.9,70.0,161,3.0,626,2.0,1.1,978,Gaming
U16520,59,Other,Chennai,Apple,Android,9.5,48.9,50.6,89,4.1,3362,4.3,0.9,704,Social Media
U16521,47,Male,Ahmedabad,Google Pixel,iOS,2.7,11.0,54.1,65,0.8,6430,4.3,2.1,118,Gaming
U16522,42,Male,Mumbai,Vivo,Android,5.2,6.6,252.8,90,5.1,2670,4.3,0.4,1109,Entertainment
U16523,16,Female,Ahmedabad,Apple,Android,7.3,2.3,83.1,154,1.2,4023,2.1,4.5,1826,Gaming
U16524,19,Other,Chennai,Samsung,iOS,5.0,12.0,266.6,51,3.5,4660,2.0,1.7,1943,Entertainment
U16525,29,Other,Pune,Nokia,Android,9.0,41.7,149.4,11,2.2,8626,2.1,4.1,1404,Social Media
U16526,21,Female,Lucknow,Xiaomi,iOS,3.9,12.7,59.8,96,4.0,2110,0.9,2.9,554,Gaming
U16527,42,Male,Hyderabad,Google Pixel,iOS,3.4,8.7,70.3,183,5.3,1011,5.0,2.4,330,Education
U16528,33,Male,Jaipur,OnePlus,iOS,1.6,48.0,233.7,122,0.9,9101,3.6,3.8,1988,Entertainment
U16529,51,Other,Kolkata,Nokia,Android,7.4,10.0,52.7,43,5.1,1851,1.7,2.4,1136,Work
U16530,15,Male,Pune,OnePlus,iOS,8.3,32.3,177.4,30,6.0,947,3.3,1.3,480,Gaming
U16531,57,Other,Chennai,Vivo,iOS,1.5,49.0,182.7,68,3.8,2334,7.2,2.7,1044,Education
U16532,47,Female,Ahmedabad,Motorola,Android,2.1,14.7,86.5,135,6.0,2629,6.0,3.3,1568,Social Media
U16533,36,Other,Chennai,Nokia,iOS,2.0,3.9,109.9,22,5.0,2246,3.0,0.6,1104,Education
U16534,55,Female,Mumbai,Nokia,iOS,10.1,42.6,217.3,180,0.9,1737,5.4,0.4,1273,Education
U16535,31,Male,Ahmedabad,Google Pixel,iOS,11.8,23.6,85.7,56,0.7,6461,3.9,1.3,1491,Education
U16536,46,Female,Mumbai,Nokia,Android,11.7,7.1,88.5,82,3.6,9429,3.2,2.6,230,Gaming
U16537,15,Male,Ahmedabad,Realme,Android,10.0,5.9,261.5,69,2.4,4031,2.4,0.2,976,Entertainment
U16538,16,Female,Ahmedabad,Nokia,iOS,5.7,20.6,222.7,194,2.4,1315,1.6,1.4,1124,Work
U16539,24,Female,Mumbai,Samsung,Android,3.5,28.4,261.7,84,2.3,9890,6.1,3.8,1019,Entertainment
U16540,56,Male,Kolkata,Vivo,Android,8.1,5.6,12.1,187,1.2,7194,2.4,0.2,1081,Work
U16541,38,Other,Jaipur,OnePlus,iOS,9.1,8.0,106.7,169,1.0,7291,1.2,3.3,1401,Work
U16542,54,Female,Jaipur,Motorola,Android,5.0,49.6,78.6,70,5.4,9916,0.6,0.4,1729,Gaming
U16543,21,Female,Mumbai,OnePlus,Android,2.9,42.8,279.6,128,1.6,8481,3.4,2.6,1881,Gaming
U16544,18,Male,Lucknow,Google Pixel,iOS,4.5,2.5,258.6,181,1.8,6789,4.5,1.4,490,Entertainment
U16545,26,Male,Chennai,Xiaomi,Android,8.9,35.9,53.3,134,2.1,4820,4.5,3.9,477,Gaming
U16546,29,Female,Kolkata,Nokia,Android,8.0,3.1,16.7,61,1.1,5693,6.8,4.6,1883,Work
U16547,28,Male,Mumbai,Motorola,iOS,7.1,22.2,211.7,64,5.5,5956,7.1,1.5,966,Work
U16548,30,Other,Hyderabad,OnePlus,Android,9.9,32.7,66.9,96,5.6,4401,3.2,3.7,124,Social Media
U16549,22,Other,Lucknow,Xiaomi,Android,6.7,11.4,23.1,195,5.5,2139,1.0,1.5,1421,Education
U16550,48,Female,Bangalore,Oppo,iOS,3.2,7.1,262.3,10,0.5,4532,2.5,0.5,328,Work
U16551,27,Other,Pune,OnePlus,iOS,5.6,9.2,157.2,33,5.7,8820,2.9,2.2,718,Entertainment
U16552,58,Other,Delhi,OnePlus,iOS,10.3,39.7,78.3,113,5.5,9373,6.1,1.1,1009,Education
U16553,22,Female,Pune,Google Pixel,Android,8.7,44.8,75.2,105,3.0,2807,1.5,2.1,1649,Education
U16554,56,Male,Lucknow,Motorola,Android,5.2,19.5,102.6,84,5.1,8280,2.7,3.4,1802,Entertainment
U16555,24,Other,Jaipur,Apple,Android,9.3,5.0,139.4,92,4.0,2909,5.7,3.0,1179,Work
U16556,39,Male,Chennai,OnePlus,Android,2.3,28.7,76.8,58,5.9,7020,2.4,3.9,1749,Social Media
U16557,31,Female,Ahmedabad,Xiaomi,iOS,9.3,33.8,150.1,84,4.8,4416,2.6,3.4,910,Work
U16558,26,Other,Pune,Oppo,Android,4.3,40.0,67.7,96,0.8,714,5.6,1.8,801,Work
U16559,25,Other,Kolkata,Nokia,iOS,3.1,17.7,46.1,63,1.9,5443,3.8,2.3,630,Education
U16560,46,Female,Pune,Google Pixel,iOS,10.4,30.3,187.7,68,3.7,1358,4.6,1.3,1520,Social Media
U16561,58,Other,Kolkata,Nokia,iOS,9.0,5.6,21.1,115,5.4,318,7.2,2.4,311,Work
U16562,30,Other,Ahmedabad,Oppo,iOS,3.1,29.4,279.7,56,0.7,5913,5.4,2.1,1232,Entertainment
U16563,24,Other,Kolkata,Oppo,iOS,8.9,10.3,164.3,75,0.6,4286,1.1,1.3,820,Education
U16564,32,Male,Delhi,Nokia,iOS,5.2,7.4,244.7,37,5.7,3805,5.0,4.7,1924,Social Media
U16565,45,Female,Mumbai,Realme,Android,4.9,48.4,162.9,170,3.5,619,7.9,3.8,462,Entertainment
U16566,56,Male,Ahmedabad,Google Pixel,Android,1.6,36.2,77.9,119,2.0,8236,5.1,0.3,251,Gaming
U16567,33,Male,Lucknow,Oppo,Android,1.7,13.0,59.9,198,5.6,1945,3.9,0.6,1069,Gaming
U16568,46,Male,Delhi,Apple,iOS,2.2,6.8,130.4,11,1.9,8851,5.2,5.0,308,Entertainment
U16569,29,Female,Hyderabad,Nokia,Android,4.4,26.5,63.8,124,1.1,5974,2.9,1.5,1764,Social Media
U16570,31,Male,Hyderabad,Google Pixel,Android,8.9,28.5,176.6,137,5.8,817,7.9,1.4,1989,Entertainment
U16571,37,Male,Hyderabad,Nokia,Android,11.7,30.8,133.8,165,2.0,6533,5.6,2.2,456,Work
U16572,45,Female,Bangalore,OnePlus,iOS,6.8,16.5,96.1,78,3.1,3368,0.5,4.7,1976,Social Media
U16573,23,Male,Delhi,Xiaomi,iOS,5.6,23.9,189.6,119,5.2,3496,3.2,2.8,1115,Entertainment
U16574,23,Female,Chennai,Samsung,Android,6.3,5.8,181.1,151,3.1,5348,6.4,1.5,932,Entertainment
U16575,20,Other,Mumbai,Realme,iOS,8.9,19.7,188.8,153,2.0,7432,5.0,4.3,1269,Gaming
U16576,37,Other,Lucknow,Realme,iOS,7.3,41.6,20.0,86,4.8,1454,6.1,4.9,353,Work
U16577,47,Female,Bangalore,Motorola,iOS,3.0,4.6,46.4,32,2.2,3944,5.7,4.5,924,Education
U16578,55,Male,Kolkata,Vivo,iOS,1.6,38.3,253.9,156,3.5,1251,2.7,3.6,1559,Education
U16579,43,Male,Mumbai,Xiaomi,Android,4.6,1.6,212.6,83,5.8,4757,2.4,0.1,866,Gaming
U16580,30,Other,Chennai,Google Pixel,iOS,9.1,17.7,39.9,111,4.4,8211,4.0,3.9,210,Gaming
U16581,22,Male,Ahmedabad,Realme,Android,10.5,28.4,222.4,138,1.8,5029,4.7,1.3,711,Entertainment
U16582,28,Female,Ahmedabad,Nokia,Android,4.8,18.5,281.9,81,2.8,2683,7.5,4.7,142,Social Media
U16583,48,Other,Pune,Apple,iOS,10.1,22.1,157.6,90,4.3,873,6.8,0.4,1279,Entertainment
U16584,28,Female,Delhi,Google Pixel,iOS,1.8,9.0,45.4,102,2.1,3921,5.8,4.3,514,Entertainment
U16585,57,Male,Kolkata,Motorola,Android,1.2,20.1,171.8,24,3.0,3502,6.1,0.1,465,Entertainment
U16586,44,Female,Hyderabad,Nokia,Android,8.8,10.4,297.8,89,3.6,2106,7.2,3.6,583,Social Media
